seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
A0A066WJM6,57,165,48,166,PF13426.7,LOV,Domain,7,103,104,59,4.5E-16,1,CL0183,Eukaryota Fungi
A0A066WJM6,269,351,268,358,PF08447.12,PAS_3,Domain,2,82,89,44,2E-11,1,CL0183,Eukaryota Fungi
A0A066WJM6,383,436,381,474,PF13426.7,PAS_9,Domain,4,58,104,9.5,1.1,1,CL0183,Eukaryota Fungi
A0A0C2Y838,55,164,44,165,PF13426.7,LOV,Domain,10,103,104,54.5,1.1E-14,1,CL0183,Eukaryota Fungi
A0A0C2Y838,279,362,278,374,PF08447.12,PAS_3,Domain,2,75,89,38.2,1.3E-09,1,CL0183,Eukaryota Fungi
A0A0C9U916,272,385,261,385,PF13426.7,LOV,Domain,9,104,104,56.8,2.2E-15,1,CL0183,Eukaryota Fungi
A0A0C9U916,542,597,540,614,PF00989.25,PAS,Domain,6,64,113,23.7,0.000037,1,CL0183,Eukaryota Fungi
A0A135RSW2,392,500,383,501,PF13426.7,LOV,Domain,7,103,104,59.9,2.4E-16,1,CL0183,Eukaryota Fungi
A0A135RSW2,593,668,592,676,PF08447.12,PAS_3,Domain,2,81,89,45.2,8.8E-12,1,CL0183,Eukaryota Fungi
A0A135RSW2,918,950,918,952,PF00320.27,GATA,Domain,1,33,36,54.6,5.8E-15,1,CL0167,Eukaryota Fungi
A0A0G2I095,83,180,73,186,PF13426.7,LOV,Domain,8,94,104,49.9,3.1E-13,1,CL0183,Eukaryota Fungi
A0A084AFC1,94,196,85,200,PF13426.7,LOV,Domain,8,98,104,58.2,8.2E-16,1,CL0183,Eukaryota Fungi
A0A180GMD2,362,467,352,469,PF13426.7,LOV,Domain,9,102,104,52.6,4.4E-14,1,CL0183,Eukaryota Fungi
A0A180GMD2,559,640,558,644,PF08447.12,PAS_3,Domain,2,85,89,45.9,5.1E-12,1,CL0183,Eukaryota Fungi
A0A0F0IIE6,262,356,252,357,PF13426.7,LOV,Domain,9,103,104,49.7,3.6E-13,1,CL0183,Eukaryota Fungi
A0A0F4GI56,244,358,243,360,PF00615.19,RGS,Domain,2,113,118,32.2,0.0000001,1,CL0272,Eukaryota Fungi
A0A0F4GI56,379,477,378,484,PF13426.7,LOV,Domain,2,97,104,51.7,8.4E-14,1,CL0183,Eukaryota Fungi
A0A0D2D5R5,305,407,302,408,PF13426.7,LOV,Domain,4,103,104,56.6,2.5E-15,1,CL0183,Eukaryota Fungi
A0A162PQI5,275,372,266,372,PF13426.7,LOV,Domain,7,104,104,51.4,1E-13,1,CL0183,Eukaryota Fungi
A0A0D1Z6D8,264,358,254,359,PF13426.7,LOV,Domain,9,103,104,48.1,1.1E-12,1,CL0183,Eukaryota Fungi
A0A0B7NQH9,153,258,141,259,PF13426.7,LOV,Domain,10,103,104,54.3,1.3E-14,1,CL0183,Eukaryota Fungi
A0A0B7NQH9,410,490,409,494,PF08447.12,PAS_3,Domain,2,84,89,55.8,4.2E-15,1,CL0183,Eukaryota Fungi
A0A0B7NQH9,538,588,532,614,PF13426.7,PAS_9,Domain,9,60,104,14.3,0.036,1,CL0183,Eukaryota Fungi
A0A178ELR5,410,504,400,505,PF13426.7,LOV,Domain,9,103,104,40.7,2.2E-10,1,CL0183,Eukaryota Fungi
A0A0C3PY45,222,335,211,335,PF13426.7,LOV,Domain,9,104,104,55.8,4.5E-15,1,CL0183,Eukaryota Fungi
A0A0C3PY45,475,529,473,540,PF00989.25,PAS,Domain,6,63,113,23.3,0.00005,1,CL0183,Eukaryota Fungi
A0A067P6X7,76,189,66,190,PF13426.7,LOV,Domain,8,103,104,56.8,2.2E-15,1,CL0183,Eukaryota Fungi
A0A067P6X7,298,381,297,393,PF08447.12,PAS_3,Domain,2,75,89,37.1,2.9E-09,1,CL0183,Eukaryota Fungi
A0A0F8V7J8,289,397,281,398,PF13426.7,LOV,Domain,6,103,104,65.6,4.1E-18,1,CL0183,Eukaryota Fungi
A0A0F8V7J8,487,563,486,569,PF08447.12,PAS_3,Domain,2,81,89,38.5,1.1E-09,1,CL0183,Eukaryota Fungi
A0A0F8V7J8,601,675,594,689,PF13426.7,PAS_9,Domain,10,84,104,12.7,0.12,1,CL0183,Eukaryota Fungi
A0A0F8V7J8,803,836,803,838,PF00320.27,GATA,Domain,1,34,36,51.3,6.4E-14,1,CL0167,Eukaryota Fungi
A0A139IW69,410,504,400,505,PF13426.7,LOV,Domain,9,103,104,49.4,4.4E-13,1,CL0183,Eukaryota Fungi
A0A0K6GEI9,326,429,314,431,PF13426.7,LOV,Domain,10,102,104,59.7,2.7E-16,1,CL0183,Eukaryota Fungi
A0A0K6GEI9,519,601,518,613,PF08447.12,PAS_3,Domain,2,75,89,38,1.5E-09,1,CL0183,Eukaryota Fungi
A0A177SXL9,77,124,77,141,PF13188.7,PAS_8,Domain,1,46,67,36.1,4.7E-09,1,CL0183,Eukaryota Fungi
A0A177SXL9,262,358,253,358,PF13426.7,LOV,Domain,8,104,104,78.7,3.3E-22,1,CL0183,Eukaryota Fungi
A0A0G2ESC8,367,480,364,481,PF13426.7,LOV,Domain,4,103,104,59.8,2.6E-16,1,CL0183,Eukaryota Fungi
A0A0G2ESC8,573,648,572,656,PF08447.12,PAS_3,Domain,2,81,89,48,1.1E-12,1,CL0183,Eukaryota Fungi
A0A0G4L7A2,157,230,148,246,PF13426.7,PAS_9,Domain,7,73,104,29.3,0.00000078,1,CL0183,Eukaryota Fungi
A0A0G4L7A2,452,548,443,552,PF13426.7,LOV,Domain,7,92,104,50.2,2.5E-13,1,CL0183,Eukaryota Fungi
A0A0G4L7A2,596,662,594,665,PF07883.11,Cupin_2,Domain,3,67,71,47.9,8.1E-13,1,CL0029,Eukaryota Fungi
A0A066V307,527,616,516,621,PF13426.7,LOV,Domain,9,98,104,59.8,2.6E-16,1,CL0183,Eukaryota Fungi
A0A179FN17,384,496,380,497,PF13426.7,LOV,Domain,5,103,104,64.4,9.2E-18,1,CL0183,Eukaryota Fungi
A0A179FN17,588,665,587,671,PF08447.12,PAS_3,Domain,2,81,89,46.1,4.3E-12,1,CL0183,Eukaryota Fungi
A0A179FN17,702,767,696,782,PF13426.7,PAS_9,Domain,9,73,104,11.2,0.35,1,CL0183,Eukaryota Fungi
A0A179FN17,909,942,909,944,PF00320.27,GATA,Domain,1,34,36,53.8,1E-14,1,CL0167,Eukaryota Fungi
A0A179GMR3,390,498,382,499,PF13426.7,LOV,Domain,6,103,104,63.8,1.4E-17,1,CL0183,Eukaryota Fungi
A0A179GMR3,590,665,589,673,PF08447.12,PAS_3,Domain,2,81,89,46,4.9E-12,1,CL0183,Eukaryota Fungi
A0A179GMR3,707,754,702,776,PF08446.11,PAS_2,Domain,27,74,107,14.1,0.059,1,CL0183,Eukaryota Fungi
A0A179GMR3,911,944,911,946,PF00320.27,GATA,Domain,1,34,36,53.8,1E-14,1,CL0167,Eukaryota Fungi
A0A1B8GCH4,473,585,470,587,PF13426.7,LOV,Domain,4,102,104,46.8,2.8E-12,1,CL0183,Eukaryota Fungi
A0A1B8GCH4,677,748,676,754,PF08447.12,PAS_3,Domain,2,75,89,56,3.7E-15,1,CL0183,Eukaryota Fungi
A0A1B8GCH4,795,854,789,874,PF13426.7,PAS_9,Domain,9,71,104,10.1,0.73,1,CL0183,Eukaryota Fungi
A0A0H2RQ12,235,344,225,344,PF13426.7,LOV,Domain,8,104,104,58.7,5.6E-16,1,CL0183,Eukaryota Fungi
A0A0H2RQ12,418,470,416,481,PF00989.25,PAS,Domain,6,58,113,22.7,0.000076,1,CL0183,Eukaryota Fungi
A0A0H2RQ12,608,674,604,698,PF13426.7,PAS_9,Domain,7,73,104,13.9,0.05,1,CL0183,Eukaryota Fungi
A0A0D9PCY5,367,479,363,480,PF13426.7,LOV,Domain,5,103,104,65.3,4.8E-18,1,CL0183,Eukaryota Fungi
A0A0D9PCY5,571,646,570,654,PF08447.12,PAS_3,Domain,2,81,89,41.2,1.5E-10,1,CL0183,Eukaryota Fungi
A0A0D9PCY5,685,748,679,759,PF13426.7,PAS_9,Domain,9,71,104,10.2,0.7,1,CL0183,Eukaryota Fungi
A0A0C7CMK6,154,258,142,259,PF13426.7,LOV,Domain,10,103,104,54.4,1.2E-14,1,CL0183,Eukaryota Fungi
A0A0C7CMK6,379,459,378,463,PF08447.12,PAS_3,Domain,2,84,89,56.2,3.2E-15,1,CL0183,Eukaryota Fungi
A0A0A1SR09,285,397,281,398,PF13426.7,LOV,Domain,5,103,104,60,2.1E-16,1,CL0183,Eukaryota Fungi
A0A0A1SR09,490,565,489,573,PF08447.12,PAS_3,Domain,2,81,89,49.3,4.5E-13,1,CL0183,Eukaryota Fungi
A0A0A1SR09,608,654,602,677,PF08446.11,PAS_2,Domain,28,74,107,14.8,0.035,1,CL0183,Eukaryota Fungi
A0A0A1SR09,802,835,802,837,PF00320.27,GATA,Domain,1,34,36,54.5,6.2E-15,1,CL0167,Eukaryota Fungi
A0A177CY90,220,316,211,317,PF13426.7,LOV,Domain,7,103,104,51.8,7.6E-14,1,CL0183,Eukaryota Fungi
A0A100IP56,318,426,310,427,PF13426.7,LOV,Domain,6,103,104,60.1,2.1E-16,1,CL0183,Eukaryota Fungi
A0A100IP56,515,591,514,597,PF08447.12,PAS_3,Domain,2,81,89,41.8,9.9E-11,1,CL0183,Eukaryota Fungi
A0A100IP56,628,712,622,717,PF13426.7,PAS_9,Domain,9,94,104,17.2,0.0044,1,CL0183,Eukaryota Fungi
A0A100IP56,821,853,821,856,PF00320.27,GATA,Domain,1,33,36,48.9,3.6E-13,1,CL0167,Eukaryota Fungi
A0A135S331,386,480,376,481,PF13426.7,LOV,Domain,9,103,104,48.4,8.8E-13,1,CL0183,Eukaryota Fungi
A0A177UKD7,952,1059,942,1060,PF13426.7,LOV,Domain,8,103,104,58.4,7.1E-16,1,CL0183,Eukaryota Fungi
A0A177UKD7,1135,1198,1134,1210,PF00989.25,PAS,Domain,4,70,113,36.5,0.000000004,1,CL0183,Eukaryota Fungi
A0A177UGM8,830,937,820,938,PF13426.7,LOV,Domain,8,103,104,58.2,7.7E-16,1,CL0183,Eukaryota Fungi
A0A177UGM8,1012,1076,1011,1099,PF00989.25,PAS,Domain,4,71,113,37.3,2.2E-09,1,CL0183,Eukaryota Fungi
A0A0F7TJB8,369,482,366,483,PF13426.7,LOV,Domain,4,103,104,64.8,6.9E-18,1,CL0183,Eukaryota Fungi
A0A0F7TJB8,573,643,572,656,PF08447.12,PAS_3,Domain,2,75,89,42,8.4E-11,1,CL0183,Eukaryota Fungi
A0A0F7TJB8,689,748,682,763,PF13426.7,PAS_9,Domain,10,72,104,13.6,0.061,1,CL0183,Eukaryota Fungi
A0A0F7TJB8,921,953,921,956,PF00320.27,GATA,Domain,1,33,36,48.8,3.8E-13,1,CL0167,Eukaryota Fungi
A0A178C659,264,358,254,359,PF13426.7,LOV,Domain,9,103,104,49.9,3E-13,1,CL0183,Eukaryota Fungi
A0A0B4G0I1,251,345,241,346,PF13426.7,LOV,Domain,9,103,104,49,5.7E-13,1,CL0183,Eukaryota Fungi
A0A072P320,31,135,19,136,PF13426.7,LOV,Domain,10,103,104,60.7,1.3E-16,1,CL0183,Eukaryota Fungi
A0A072P320,227,302,226,310,PF08447.12,PAS_3,Domain,2,81,89,45,9.6E-12,1,CL0183,Eukaryota Fungi
A0A072P320,576,609,576,611,PF00320.27,GATA,Domain,1,34,36,52.6,2.5E-14,1,CL0167,Eukaryota Fungi
A0A0D7AB59,47,155,36,156,PF13426.7,LOV,Domain,9,103,104,58.4,6.9E-16,1,CL0183,Eukaryota Fungi
A0A0D7AB59,258,345,257,357,PF08447.12,PAS_3,Domain,2,75,89,43.4,3E-11,1,CL0183,Eukaryota Fungi
A0A135TWA7,394,502,385,503,PF13426.7,LOV,Domain,7,103,104,60,2.1E-16,1,CL0183,Eukaryota Fungi
A0A135TWA7,595,670,594,678,PF08447.12,PAS_3,Domain,2,81,89,45.3,8E-12,1,CL0183,Eukaryota Fungi
A0A135TWA7,919,951,919,953,PF00320.27,GATA,Domain,1,33,36,54.7,5.3E-15,1,CL0167,Eukaryota Fungi
A0A1B8AV70,378,473,368,474,PF13426.7,LOV,Domain,8,103,104,48.8,6.7E-13,1,CL0183,Eukaryota Fungi
A0A177C737,374,489,372,490,PF13426.7,LOV,Domain,3,103,104,55.1,7.1E-15,1,CL0183,Eukaryota Fungi
A0A177C737,580,655,579,663,PF08447.12,PAS_3,Domain,2,81,89,41,1.8E-10,1,CL0183,Eukaryota Fungi
A0A177C737,694,760,688,775,PF13426.7,PAS_9,Domain,9,76,104,13.9,0.047,1,CL0183,Eukaryota Fungi
A0A177C737,929,962,929,964,PF00320.27,GATA,Domain,1,34,36,54,8.8E-15,1,CL0167,Eukaryota Fungi
A0A166NZ01,445,552,436,553,PF13426.7,LOV,Domain,7,103,104,64.7,7.4E-18,1,CL0183,Eukaryota Fungi
A0A166NZ01,644,719,643,727,PF08447.12,PAS_3,Domain,2,81,89,38.1,1.4E-09,1,CL0183,Eukaryota Fungi
A0A166NZ01,758,823,752,839,PF13426.7,PAS_9,Domain,9,73,104,9.7,1,1,CL0183,Eukaryota Fungi
A0A166NZ01,965,998,965,1000,PF00320.27,GATA,Domain,1,34,36,53.8,1.1E-14,1,CL0167,Eukaryota Fungi
A0A1B8C7X2,446,558,443,560,PF13426.7,LOV,Domain,4,102,104,46.8,2.9E-12,1,CL0183,Eukaryota Fungi
A0A1B8C7X2,650,722,649,730,PF08447.12,PAS_3,Domain,2,76,89,60.1,1.9E-16,1,CL0183,Eukaryota Fungi
A0A0F8UA50,289,397,281,398,PF13426.7,LOV,Domain,6,103,104,65.6,4.1E-18,1,CL0183,Eukaryota Fungi
A0A0F8UA50,487,563,486,569,PF08447.12,PAS_3,Domain,2,81,89,38.5,1.1E-09,1,CL0183,Eukaryota Fungi
A0A0F8UA50,601,675,594,689,PF13426.7,PAS_9,Domain,10,84,104,12.7,0.12,1,CL0183,Eukaryota Fungi
A0A0F8UA50,803,836,803,838,PF00320.27,GATA,Domain,1,34,36,51.3,6.4E-14,1,CL0167,Eukaryota Fungi
A0A0C9MBJ5,99,203,87,204,PF13426.7,LOV,Domain,10,103,104,59.7,2.8E-16,1,CL0183,Eukaryota Fungi
A0A0C9MBJ5,303,384,302,388,PF08447.12,PAS_3,Domain,2,83,89,48.1,1E-12,1,CL0183,Eukaryota Fungi
A0A0C9MBJ5,595,627,595,629,PF00320.27,GATA,Domain,1,33,36,55.2,3.9E-15,1,CL0167,Eukaryota Fungi
A0A177VHI4,1097,1204,1087,1205,PF13426.7,LOV,Domain,8,103,104,58.2,7.7E-16,1,CL0183,Eukaryota Fungi
A0A177VHI4,1280,1344,1279,1372,PF00989.25,PAS,Domain,4,71,113,36.5,0.000000004,1,CL0183,Eukaryota Fungi
A0A0D2D172,265,360,256,361,PF13426.7,LOV,Domain,8,103,104,52.8,3.9E-14,1,CL0183,Eukaryota Fungi
A0A077R9U0,443,549,433,551,PF13426.7,LOV,Domain,8,102,104,51.5,9.6E-14,1,CL0183,Eukaryota Fungi
A0A077R9U0,621,684,620,697,PF00989.25,PAS,Domain,4,70,113,42,7.7E-11,1,CL0183,Eukaryota Fungi
A0A151GCS4,236,337,226,342,PF13426.7,LOV,Domain,8,96,104,55.1,7.5E-15,1,CL0183,Eukaryota Fungi
A0A168I526,82,187,70,188,PF13426.7,LOV,Domain,10,103,104,53.5,2.3E-14,1,CL0183,Eukaryota Fungi
A0A168I526,334,415,333,418,PF08447.12,PAS_3,Domain,2,85,89,56.7,2.3E-15,1,CL0183,Eukaryota Fungi
A0A168I526,462,512,456,538,PF13426.7,PAS_9,Domain,9,60,104,14.7,0.028,1,CL0183,Eukaryota Fungi
A0A0P9EZY3,78,181,67,183,PF13426.7,LOV,Domain,10,102,104,52.7,4.1E-14,1,CL0183,Eukaryota Fungi
A0A0P9EZY3,294,366,293,380,PF08447.12,PAS_3,Domain,2,75,89,46.3,3.9E-12,1,CL0183,Eukaryota Fungi
A0A0P9EZY3,405,486,402,503,PF13426.7,PAS_9,Domain,5,77,104,12.1,0.17,1,CL0183,Eukaryota Fungi
A0A0P9EZY3,603,635,603,638,PF00320.27,GATA,Domain,1,33,36,51.8,4.4E-14,1,CL0167,Eukaryota Fungi
A0A167A4T0,440,550,438,555,PF00615.19,RGS,Domain,4,111,118,46.7,3.3E-12,1,CL0272,Eukaryota Fungi
A0A167A4T0,574,674,572,678,PF13426.7,LOV,Domain,3,100,104,50.7,1.7E-13,1,CL0183,Eukaryota Fungi
A0A0L0VMC5,242,346,241,347,PF13426.7,LOV,Domain,2,103,104,56.2,3.3E-15,1,CL0183,Eukaryota Fungi
A0A139AJZ9,180,286,169,287,PF13426.7,LOV,Domain,9,103,104,59.4,3.3E-16,1,CL0183,Eukaryota Fungi
A0A139AJZ9,478,586,477,588,PF00989.25,PAS,Domain,2,111,113,38.9,7.1E-10,1,CL0183,Eukaryota Fungi
A0A139AJZ9,612,665,606,682,PF13426.7,PAS_9,Domain,7,60,104,9.8,0.92,1,CL0183,Eukaryota Fungi
A0A178EFW0,364,479,362,480,PF13426.7,LOV,Domain,3,103,104,56.1,3.5E-15,1,CL0183,Eukaryota Fungi
A0A178EFW0,570,645,569,653,PF08447.12,PAS_3,Domain,2,81,89,43.8,2.3E-11,1,CL0183,Eukaryota Fungi
A0A178EFW0,684,756,679,773,PF13426.7,PAS_9,Domain,9,82,104,14.8,0.025,1,CL0183,Eukaryota Fungi
A0A178EFW0,925,958,925,960,PF00320.27,GATA,Domain,1,34,36,54,8.7E-15,1,CL0167,Eukaryota Fungi
A0A135L9Z3,231,338,222,339,PF13426.7,LOV,Domain,5,103,104,69.2,3E-19,1,CL0183,Eukaryota Fungi
A0A135L9Z3,428,508,427,511,PF08447.12,PAS_3,Domain,2,85,89,45.5,6.7E-12,1,CL0183,Eukaryota Fungi
A0A135L9Z3,782,814,782,816,PF00320.27,GATA,Domain,1,33,36,49.8,1.8E-13,1,CL0167,Eukaryota Fungi
A0A167KK06,51,155,41,158,PF13426.7,LOV,Domain,8,100,104,66.4,2.3E-18,1,CL0183,Eukaryota Fungi
A0A0C2XFY1,191,304,187,305,PF13426.7,LOV,Domain,5,102,104,50.2,2.4E-13,1,CL0183,Eukaryota Fungi
A0A0C2XFY1,377,426,376,430,PF00989.25,PAS,Domain,5,54,113,23.7,0.000037,1,CL0183,Eukaryota Fungi
A0A0A2LG03,289,384,280,385,PF13426.7,LOV,Domain,8,103,104,54,1.6E-14,1,CL0183,Eukaryota Fungi
A0A1B7MUV2,177,290,166,290,PF13426.7,LOV,Domain,9,104,104,55,7.8E-15,1,CL0183,Eukaryota Fungi
A0A1B7MUV2,384,439,382,451,PF00989.25,PAS,Domain,6,64,113,31.1,0.00000019,1,CL0183,Eukaryota Fungi
A0A0D7B7Z2,53,160,42,160,PF13426.7,LOV,Domain,10,104,104,62.3,4.2E-17,1,CL0183,Eukaryota Fungi
A0A0D7B7Z2,236,310,235,322,PF08447.12,PAS_3,Domain,2,75,89,48.8,6.2E-13,1,CL0183,Eukaryota Fungi
A0A094HCI3,467,579,464,581,PF13426.7,LOV,Domain,4,102,104,46.9,2.7E-12,1,CL0183,Eukaryota Fungi
A0A094HCI3,671,742,670,750,PF08447.12,PAS_3,Domain,2,75,89,57.8,1E-15,1,CL0183,Eukaryota Fungi
A0A150V193,298,392,287,393,PF13426.7,LOV,Domain,9,103,104,53.6,2.1E-14,1,CL0183,Eukaryota Fungi
A0A1C1CS44,154,267,152,269,PF00615.19,RGS,Domain,3,113,118,52.2,6.4E-14,1,CL0272,Eukaryota Fungi
A0A1C1CS44,289,387,287,393,PF13426.7,LOV,Domain,3,98,104,49.4,4.5E-13,1,CL0183,Eukaryota Fungi
A0A165JZ52,283,388,273,389,PF13426.7,LOV,Domain,10,103,104,55.3,6.5E-15,1,CL0183,Eukaryota Fungi
A0A165JZ52,478,570,477,577,PF08447.12,PAS_3,Domain,2,81,89,31.5,0.00000016,1,CL0183,Eukaryota Fungi
A0A166J0J5,228,340,216,340,PF13426.7,LOV,Domain,10,104,104,56.7,2.4E-15,1,CL0183,Eukaryota Fungi
A0A166J0J5,429,485,427,493,PF00989.25,PAS,Domain,6,66,113,30.6,0.00000026,1,CL0183,Eukaryota Fungi
A0A137P4A0,90,187,88,220,PF13426.7,LOV,Domain,3,86,104,51.7,8.4E-14,1,CL0183,Eukaryota Fungi
A0A137P4A0,323,394,322,405,PF08447.12,PAS_3,Domain,2,77,89,39.5,5.2E-10,1,CL0183,Eukaryota Fungi
A0A0D1YDN5,316,410,305,411,PF13426.7,LOV,Domain,9,103,104,50.9,1.5E-13,1,CL0183,Eukaryota Fungi
A0A0D2G867,379,483,367,484,PF13426.7,LOV,Domain,10,103,104,57.7,1.1E-15,1,CL0183,Eukaryota Fungi
A0A0D2G867,575,650,574,656,PF08447.12,PAS_3,Domain,2,81,89,40.4,2.6E-10,1,CL0183,Eukaryota Fungi
A0A0D2G867,691,763,686,767,PF13426.7,PAS_9,Domain,11,84,104,11.1,0.37,1,CL0183,Eukaryota Fungi
A0A0D2G867,915,948,915,950,PF00320.27,GATA,Domain,1,34,36,52,3.9E-14,1,CL0167,Eukaryota Fungi
A0A0F9ZHI8,92,186,83,195,PF13426.7,LOV,Domain,7,90,104,50.9,1.4E-13,1,CL0183,Eukaryota Fungi
A0A139HUD8,260,354,250,355,PF13426.7,LOV,Domain,9,103,104,55.3,6.1E-15,1,CL0183,Eukaryota Fungi
A0A0D2JP91,318,412,307,413,PF13426.7,LOV,Domain,9,103,104,55.7,4.9E-15,1,CL0183,Eukaryota Fungi
A0A0D9P952,249,343,239,344,PF13426.7,LOV,Domain,9,103,104,50.4,2.2E-13,1,CL0183,Eukaryota Fungi
A0A074WZT8,10,123,9,127,PF00615.19,RGS,Domain,2,112,118,47.9,1.4E-12,1,CL0272,Eukaryota Fungi
A0A074WZT8,155,248,144,250,PF13426.7,LOV,Domain,9,102,104,58.9,4.9E-16,1,CL0183,Eukaryota Fungi
A0A0D2XH56,94,193,81,196,PF13426.7,LOV,Domain,10,99,104,54.2,1.3E-14,1,CL0183,Eukaryota Fungi
A0A177U6I6,440,534,429,535,PF13426.7,LOV,Domain,9,103,104,63.3,2E-17,1,CL0183,Eukaryota Fungi
A0A0D0WCX2,533,637,521,638,PF13426.7,LOV,Domain,10,103,104,57.3,1.5E-15,1,CL0183,Eukaryota Fungi
A0A0D0WCX2,728,809,726,816,PF08447.12,PAS_3,Domain,3,81,89,45.3,7.9E-12,1,CL0183,Eukaryota Fungi
A0A0D2ICV9,372,486,370,487,PF13426.7,LOV,Domain,3,103,104,58.8,5.3E-16,1,CL0183,Eukaryota Fungi
A0A0D2ICV9,578,653,577,661,PF08447.12,PAS_3,Domain,2,81,89,39.7,4.5E-10,1,CL0183,Eukaryota Fungi
A0A0D2ICV9,692,763,687,766,PF13426.7,PAS_9,Domain,9,81,104,11,0.38,1,CL0183,Eukaryota Fungi
A0A0D2ICV9,924,957,924,959,PF00320.27,GATA,Domain,1,34,36,54.1,8.6E-15,1,CL0167,Eukaryota Fungi
A0A0G4P1D3,270,377,261,378,PF13426.7,LOV,Domain,5,103,104,70.6,1.1E-19,1,CL0183,Eukaryota Fungi
A0A0G4P1D3,468,546,467,551,PF08447.12,PAS_3,Domain,2,83,89,43,4.2E-11,1,CL0183,Eukaryota Fungi
A0A0G4P1D3,823,855,823,857,PF00320.27,GATA,Domain,1,33,36,51.6,5.1E-14,1,CL0167,Eukaryota Fungi
A0A0D2C8X9,263,357,253,358,PF13426.7,LOV,Domain,9,103,104,50.6,1.8E-13,1,CL0183,Eukaryota Fungi
A0A135SLL3,154,251,145,251,PF13426.7,LOV,Domain,7,104,104,43.8,2.4E-11,1,CL0183,Eukaryota Fungi
A0A1A5ZZZ8,256,350,246,351,PF13426.7,LOV,Domain,9,103,104,55.3,6.2E-15,1,CL0183,Eukaryota Fungi
A0A0A1V9B3,367,479,363,480,PF13426.7,LOV,Domain,5,103,104,65.3,5.1E-18,1,CL0183,Eukaryota Fungi
A0A0A1V9B3,571,646,570,654,PF08447.12,PAS_3,Domain,2,81,89,41.1,1.6E-10,1,CL0183,Eukaryota Fungi
A0A0A1V9B3,685,750,679,759,PF13426.7,PAS_9,Domain,9,73,104,11.5,0.27,1,CL0183,Eukaryota Fungi
A0A0A1V9B3,893,926,893,928,PF00320.27,GATA,Domain,1,34,36,53.9,9.9E-15,1,CL0167,Eukaryota Fungi
A0A0F2LU60,529,644,526,645,PF13426.7,LOV,Domain,4,103,104,56.7,2.3E-15,1,CL0183,Eukaryota Fungi
A0A0F2LU60,751,827,750,834,PF08447.12,PAS_3,Domain,2,82,89,47.5,1.7E-12,1,CL0183,Eukaryota Fungi
A0A0F2LU60,865,908,861,933,PF08446.11,PAS_2,Domain,24,67,107,17.4,0.0053,1,CL0183,Eukaryota Fungi
A0A0F2LU60,1083,1115,1083,1118,PF00320.27,GATA,Domain,1,33,36,54.6,5.7E-15,1,CL0167,Eukaryota Fungi
A0A175W4C0,352,467,350,469,PF13426.7,LOV,Domain,3,102,104,61.8,5.9E-17,1,CL0183,Eukaryota Fungi
A0A175W4C0,590,660,588,673,PF08447.12,PAS_3,Domain,3,75,89,39.9,3.7E-10,1,CL0183,Eukaryota Fungi
A0A175W4C0,920,953,920,955,PF00320.27,GATA,Domain,1,34,36,50.9,8.2E-14,1,CL0167,Eukaryota Fungi
A0A066VW47,682,787,671,789,PF13426.7,LOV,Domain,9,102,104,48.5,8.5E-13,1,CL0183,Eukaryota Fungi
A0A066VW47,883,943,880,971,PF00989.25,PAS,Domain,6,66,113,32.4,0.000000075,1,CL0183,Eukaryota Fungi
A0A0F9XF37,364,476,360,477,PF13426.7,LOV,Domain,5,103,104,67.7,8.6E-19,1,CL0183,Eukaryota Fungi
A0A0F9XF37,568,644,567,651,PF08447.12,PAS_3,Domain,2,80,89,46.8,2.6E-12,1,CL0183,Eukaryota Fungi
A0A0F9XF37,684,730,680,755,PF08446.11,PAS_2,Domain,26,72,107,14.5,0.043,1,CL0183,Eukaryota Fungi
A0A0F9XF37,889,922,889,924,PF00320.27,GATA,Domain,1,34,36,53.9,9.8E-15,1,CL0167,Eukaryota Fungi
A0A0C9VMJ8,137,246,127,248,PF13426.7,LOV,Domain,7,102,104,58.5,6.2E-16,1,CL0183,Eukaryota Fungi
A0A0C9VMJ8,335,385,332,404,PF00989.25,PAS,Domain,6,59,113,32,0.000000098,1,CL0183,Eukaryota Fungi
A0A135UJJ2,274,371,265,371,PF13426.7,LOV,Domain,7,104,104,45.3,8.2E-12,1,CL0183,Eukaryota Fungi
A0A0D1Z8G2,71,184,69,186,PF00615.19,RGS,Domain,3,113,118,47.3,2.2E-12,1,CL0272,Eukaryota Fungi
A0A0D1Z8G2,211,309,210,316,PF13426.7,LOV,Domain,2,97,104,51.7,8.7E-14,1,CL0183,Eukaryota Fungi
A0A139HKR7,593,699,583,700,PF13426.7,LOV,Domain,8,103,104,60,2.2E-16,1,CL0183,Eukaryota Fungi
A0A139HKR7,792,865,790,873,PF08447.12,PAS_3,Domain,4,81,89,40.8,2E-10,1,CL0183,Eukaryota Fungi
A0A139HKR7,904,968,899,984,PF13426.7,PAS_9,Domain,9,74,104,12.9,0.1,1,CL0183,Eukaryota Fungi
A0A139HKR7,1131,1162,1131,1165,PF00320.27,GATA,Domain,1,32,36,52.6,2.5E-14,1,CL0167,Eukaryota Fungi
A0A0B7JU71,349,461,345,462,PF13426.7,LOV,Domain,5,103,104,63.4,2E-17,1,CL0183,Eukaryota Fungi
